Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross income,Rating
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.1065,695.2365,43482,0.6437499999999999,Credit card,662.13,33.1065,4.9
678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,90.63,9,40.7835,856.4535,43483,0.6444444444444445,Cash,815.67,40.7835,5.1
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,43484,0.6444444444444445,Credit card,269.04,13.452,8
658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,18.6165,390.9465,43479,0.6541666666666667,Ewallet,372.33,18.6165,5
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,43480,0.6541666666666667,Credit card,802.89,40.1445,6.5
778-71-5554,C,Naypyitaw,Member,Male,Fashion accessories,15.43,1,0.7715,16.2015,43490,0.6569444444444444,Credit card,15.43,0.7715,6.1
430-53-4718,B,Mandalay,Member,Male,Health and beauty,75.37,8,30.148,633.108,43493,0.6569444444444444,Credit card,602.96,30.148,8.4
381-20-0914,A,Yangon,Member,Female,Fashion accessories,20.01,9,9.0045,189.0945,43477,0.6583333333333333,Credit card,180.09,9.0045,5.7
787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,233.1,43485,0.6583333333333333,Credit card,222,11.1,6.6
816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,43494,0.6583333333333333,Cash,139.65,6.9825,5.9
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,43466,0.6604166666666667,Cash,126.44,6.322,8.5
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,43492,0.6604166666666667,Cash,24.06,1.203,5.1
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,43490,0.6625,Cash,240.04,12.002,4.5
817-48-8732,A,Yangon,Member,Female,Home and lifestyle,72.35,10,36.175,759.675,43485,0.6631944444444444,Cash,723.5,36.175,5.4
663-86-9076,C,Naypyitaw,Member,Female,Food and beverages,68.54,8,27.416,575.736,43473,0.6645833333333333,Ewallet,548.32,27.416,8.5
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.459,198.639,43484,0.6652777777777777,Ewallet,189.18,9.459,7
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,7.888,165.648,43491,0.6694444444444444,Cash,157.76,7.888,9.1
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,43470,0.6701388888888888,Credit card,282.96,14.148,4.4
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.0465,84.9765,43484,0.6722222222222222,Credit card,80.93,4.0465,9
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.424,43472,0.6743055555555556,Credit card,310.88,15.544,8.8
189-08-9157,C,Naypyitaw,Normal,Female,Fashion accessories,31.73,9,14.2785,299.8485,43473,0.6784722222222223,Credit card,285.57,14.2785,5.9
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,43477,0.6791666666666667,Ewallet,975,48.75,8
345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.67,8,12.668,266.028,43467,0.6798611111111111,Credit card,253.36,12.668,5.6
299-46-1805,B,Mandalay,Member,Female,Sports and travel,93.72,6,28.116,590.436,43480,0.6798611111111111,Cash,562.32,28.116,4.5
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,43477,0.6826388888888889,Ewallet,294.2,14.71,8.9
781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.259,446.439,43483,0.6826388888888889,Ewallet,425.18,21.259,5
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,43495,0.6833333333333332,Ewallet,485.15,24.2575,9.3
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,43496,0.6833333333333332,Ewallet,148.24,7.412,9.7
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,43490,0.686111111111111,Ewallet,96.11,4.8055,7.8
796-32-9050,A,Yangon,Normal,Male,Food and beverages,51.28,6,15.384,323.064,43484,0.6881944444444444,Cash,307.68,15.384,6.5
343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,43474,0.6902777777777778,Cash,94.8,4.74,4.1
239-10-7476,A,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,43486,0.6923611111111111,Ewallet,467.7,23.385,8
873-51-0671,A,Yangon,Member,Female,Sports and travel,21.98,7,7.693,161.553,43475,0.6958333333333333,Ewallet,153.86,7.693,5.1
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.251,43493,0.6965277777777777,Credit card,112.62,5.631,5.5
751-15-6198,B,Mandalay,Normal,Male,Sports and travel,23.01,6,6.903,144.963,43477,0.6979166666666666,Ewallet,138.06,6.903,7.9
200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,65.65,2,6.565,137.865,43482,0.6986111111111111,Cash,131.3,6.565,6
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,43468,0.6993055555555556,Credit card,335.45,16.7725,9.1
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,43493,0.6993055555555556,Ewallet,260.4,13.02,9.9
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.683,43476,0.7006944444444444,Credit card,224.46,11.223,5.6
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,43485,0.7020833333333334,Ewallet,331.72,16.586,9.6
504-35-8843,A,Yangon,Normal,Male,Sports and travel,42.47,1,2.1235,44.5935,43467,0.7062499999999999,Cash,42.47,2.1235,5.7
732-94-0499,C,Naypyitaw,Normal,Female,Electronic accessories,41.65,10,20.825,437.325,43478,0.7111111111111111,Credit card,416.5,20.825,5.4
862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel,22.38,1,1.119,23.499,43495,0.7138888888888889,Credit card,22.38,1.119,8.6
257-60-7754,A,Yangon,Normal,Female,Electronic accessories,50.23,4,10.046,210.966,43473,0.7166666666666667,Cash,200.92,10.046,9
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,43477,0.717361111111111,Ewallet,114.44,5.722,8.3
665-32-9167,A,Yangon,Member,Female,Health and beauty,36.26,2,3.626,76.146,43475,0.71875,Credit card,72.52,3.626,7.2
577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,50.49,9,22.7205,477.1305,43475,0.7194444444444444,Cash,454.41,22.7205,5.4
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,43488,0.7194444444444444,Ewallet,83.08,4.154,6.4
272-65-1806,A,Yangon,Normal,Female,Electronic accessories,60.88,9,27.396,575.316,43480,0.720138888888889,Ewallet,547.92,27.396,4.7
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.429,72.009,43480,0.725,Cash,68.58,3.429,7.7
166-19-2553,A,Yangon,Member,Male,Sports and travel,89.06,6,26.718,561.078,43483,0.7263888888888889,Cash,534.36,26.718,9.9
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,43470,0.7284722222222223,Ewallet,214.55,10.7275,6.1
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,15.867,333.207,43484,0.7319444444444444,Credit card,317.34,15.867,9.8
865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,43493,0.7326388888888888,Cash,80.71,4.0355,8.1
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,43472,0.7333333333333334,Cash,218.2,10.91,7.1
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,43486,0.7333333333333334,Cash,98.13,4.9065,8.9
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,43489,0.7340277777777778,Credit card,403,20.15,7
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,43492,0.7347222222222222,Ewallet,169.68,8.484,9.4
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,43489,0.7381944444444444,Cash,84.48,4.224,7.6
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,43486,0.7388888888888889,Cash,439.32,21.966,7.2
809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,43488,0.7388888888888889,Cash,232.6,11.63,8.4
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.585,43491,0.7395833333333334,Cash,257.7,12.885,4.2
699-88-1972,B,Mandalay,Normal,Male,Health and beauty,99.16,8,39.664,832.944,43493,0.7409722222222223,Credit card,793.28,39.664,4.2
410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,536.592,43485,0.7416666666666667,Ewallet,511.04,25.552,9.9
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,17.829,374.409,43478,0.7458333333333332,Credit card,356.58,17.829,6.8
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,43493,0.748611111111111,Credit card,19.15,0.9575,9.5
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,43481,0.7493055555555556,Cash,635.6,31.78,4.3
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.855,80.955,43482,0.7493055555555556,Ewallet,77.1,3.855,6.1
329-62-1586,A,Yangon,Normal,Male,Food and beverages,54.67,3,8.2005,172.2105,43486,0.75,Credit card,164.01,8.2005,8.6
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,43486,0.7506944444444444,Cash,372.19,18.6095,8.9
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.616,75.936,43479,0.7520833333333333,Credit card,72.32,3.616,9.5
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,666.939,43481,0.7520833333333333,Credit card,635.18,31.759,6.2
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.112,43489,0.7527777777777778,Credit card,693.44,34.672,7.2
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,43492,0.7534722222222222,Ewallet,379.96,18.998,9.3
840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76,2,1.276,26.796,43473,0.7541666666666668,Ewallet,25.52,1.276,7.8
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,881.307,43481,0.7555555555555555,Cash,839.34,41.967,8.8
120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,151.515,43487,0.7555555555555555,Credit card,144.3,7.215,8
585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,76.923,43492,0.7555555555555555,Ewallet,73.26,3.663,9.7
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,43467,0.75625,Credit card,199.64,9.982,6.7
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,43485,0.75625,Ewallet,186.28,9.314,4.1
602-16-6955,B,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,43489,0.7569444444444445,Ewallet,766,38.3,6
569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4,4.402,92.442,43494,0.7604166666666666,Credit card,88.04,4.402,6.6
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,43469,0.7631944444444444,Credit card,599.85,29.9925,9.7
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,43491,0.7631944444444444,Credit card,12.09,0.6045,8.2
197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56,8,36.624,769.104,43477,0.7652777777777778,Ewallet,732.48,36.624,6
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,43480,0.7652777777777778,Ewallet,378.3,18.915,7.8
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,43491,0.7652777777777778,Cash,361.83,18.0915,5.5
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,43490,0.7708333333333334,Ewallet,254.61,12.7305,7.4
480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,7.7,161.7,43488,0.7756944444444445,Ewallet,154,7.7,6.6
618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.18,2,9.318,195.678,43481,0.7784722222222222,Credit card,186.36,9.318,8.5
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.285,68.985,43474,0.779861111111111,Ewallet,65.7,3.285,4.7
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,43483,0.779861111111111,Ewallet,174.24,8.712,8.7
280-35-5823,B,Mandalay,Member,Female,Home and lifestyle,86.72,1,4.336,91.056,43482,0.78125,Ewallet,86.72,4.336,7.9
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,43467,0.7847222222222222,Cash,132.06,6.603,7.6
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,43491,0.7868055555555555,Cash,184.25,9.2125,9.2
756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,20.38,5,5.095,106.995,43487,0.7888888888888889,Cash,101.9,5.095,6
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,43469,0.7923611111111111,Cash,274.84,13.742,4.1
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,43479,0.7958333333333334,Credit card,511.42,25.571,4.2
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,43466,0.7965277777777778,Cash,448.26,22.413,6.7
457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23,10,32.615,684.915,43473,0.7965277777777778,Credit card,652.3,32.615,5.2
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,43476,0.7965277777777778,Credit card,68.95,3.4475,7.8
552-44-5977,B,Mandalay,Member,Male,Health and beauty,62,8,24.8,520.8,43468,0.7972222222222222,Credit card,496,24.8,6.2
631-34-1880,C,Naypyitaw,Member,Male,Food and beverages,24.31,3,3.6465,76.5765,43473,0.7979166666666666,Credit card,72.93,3.6465,4.3
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,43478,0.8013888888888889,Ewallet,140.76,7.038,6.4
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,43491,0.8013888888888889,Ewallet,624.33,31.2165,4
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,43468,0.8034722222222223,Cash,42.24,2.112,9.7
510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,6.924,145.404,43489,0.8055555555555555,Ewallet,138.48,6.924,4.9
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,43493,0.8083333333333332,Ewallet,119.1,5.955,5.4
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,43480,0.8090277777777778,Cash,87.2,4.36,8.1
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,43491,0.811111111111111,Cash,162.74,8.137,6.5
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,43478,0.8125,Cash,74.29,3.7145,5
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588.42,43479,0.8125,Ewallet,560.4,28.02,4.4
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,43484,0.8125,Ewallet,456.8,22.84,5.7
770-42-8960,B,Mandalay,Normal,Male,Food and beverages,21.12,8,8.448,177.408,43466,0.8131944444444444,Cash,168.96,8.448,6.3
845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,72.88,9,32.796,688.716,43473,0.8180555555555555,Cash,655.92,32.796,4
894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.272,362.712,43484,0.81875,Credit card,345.44,17.272,8.3
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,43490,0.81875,Credit card,121.92,6.096,4.9
279-74-2924,B,Mandalay,Member,Male,Electronic accessories,72.17,1,3.6085,75.7785,43469,0.8194444444444445,Cash,72.17,3.6085,6.1
423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,43495,0.8208333333333333,Ewallet,152.8,7.64,6.5
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,43494,0.8229166666666666,Cash,436.85,21.8425,6.6
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.438,261.198,43471,0.8236111111111111,Ewallet,248.76,12.438,4.3
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,43466,0.8250000000000001,Credit card,369.8,18.49,7
433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.6115,579.8415,43470,0.8250000000000001,Ewallet,552.23,27.6115,7.5
145-94-9061,B,Mandalay,Normal,Female,Food and beverages,88.36,5,22.09,463.89,43490,0.8250000000000001,Cash,441.8,22.09,9.6
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,43492,0.8250000000000001,Ewallet,138.8,6.94,9
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,43496,0.8250000000000001,Credit card,138.16,6.908,6.9
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,43470,0.8263888888888888,Credit card,318.42,15.921,9.6
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,457.38,43478,0.8270833333333334,Cash,435.6,21.78,6.9
225-32-0908,C,Naypyitaw,Normal,Female,Sports and travel,44.86,10,22.43,471.03,43491,0.8291666666666666,Ewallet,448.6,22.43,8.2
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,152.019,43478,0.8298611111111112,Credit card,144.78,7.239,8.1
847-38-7188,B,Mandalay,Normal,Female,Food and beverages,96.68,3,14.502,304.542,43491,0.8305555555555556,Ewallet,290.04,14.502,6.4
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,43481,0.8354166666666667,Credit card,156.84,7.842,9
869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,403.872,43492,0.8354166666666667,Credit card,384.64,19.232,8.4
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,43477,0.8381944444444445,Credit card,27.07,1.3535,5.3
645-44-1170,A,Yangon,Member,Male,Home and lifestyle,58.07,9,26.1315,548.7615,43484,0.8381944444444445,Ewallet,522.63,26.1315,4.3
670-71-7306,B,Mandalay,Normal,Male,Sports and travel,44.63,6,13.389,281.169,43467,0.8388888888888889,Credit card,267.78,13.389,5.1
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.1615,381.3915,43473,0.8388888888888889,Cash,363.23,18.1615,4.5
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,36.77,7,12.8695,270.2595,43476,0.8402777777777778,Cash,257.39,12.8695,7.4
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98,1,3.449,72.429,43486,0.842361111111111,Cash,68.98,3.449,4.8
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,43491,0.8493055555555555,Ewallet,102.2,5.11,5.7
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,43495,0.8493055555555555,Ewallet,985.2,49.26,4.5
501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.945,397.845,43468,0.85,Ewallet,378.9,18.945,9.8
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,43490,0.85,Ewallet,236.07,11.8035,5.9
182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04,4,5.408,113.568,43466,0.8513888888888889,Ewallet,108.16,5.408,6.9
832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,8,13.552,284.592,43484,0.8534722222222223,Ewallet,271.04,13.552,9.6
801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,11.409,239.589,43470,0.8541666666666666,Credit card,228.18,11.409,9.8
457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,43496,0.8555555555555556,Ewallet,790.83,39.5415,5.6
123-19-1176,A,Yangon,Member,Male,Health and beauty,58.22,8,23.288,489.048,43492,0.8562500000000001,Ewallet,465.76,23.288,8.4
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,43489,0.8583333333333334,Ewallet,387.5,19.375,4.3
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,6.248,131.208,43485,0.8590277777777778,Ewallet,124.96,6.248,9.1
378-24-2715,B,Mandalay,Normal,Male,Home and lifestyle,53.44,2,5.344,112.224,43485,0.8597222222222222,Ewallet,106.88,5.344,4.1
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,74.76,43470,0.8611111111111112,Credit card,71.2,3.56,9.2
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,81.23,7,28.4305,597.0405,43480,0.8638888888888889,Cash,568.61,28.4305,9
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,43487,0.8652777777777777,Credit card,196.95,9.8475,8.7
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,43495,0.8659722222222223,Cash,22.96,1.148,4.3
834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43,4,8.6,180.6,43496,0.8666666666666667,Ewallet,172,8.6,7.6
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,43493,0.8680555555555555,Credit card,279.24,13.962,5.9
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,43472,0.8694444444444445,Cash,335.79,16.7895,6.2
628-34-3388,C,Naypyitaw,Normal,Male,Fashion accessories,27.38,6,8.214,172.494,43470,0.8708333333333332,Credit card,164.28,8.214,7.9
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,43493,0.8708333333333332,Ewallet,193.44,9.672,9.8
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,43473,0.8715277777777778,Cash,746,37.3,9.5
700-81-1757,A,Yangon,Normal,Female,Electronic accessories,26.31,5,6.5775,138.1275,43483,0.8743055555555556,Credit card,131.55,6.5775,8.8
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,43489,0.8743055555555556,Ewallet,257.16,12.858,5.1
