Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,15.106,317.226,43543,0.661111111,Ewallet,302.12,4.761904762,15.106,8.3
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,43535,0.661805556,Cash,207.27,4.761904762,10.3635,6.5
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.825,43544,0.663888889,Cash,86.5,4.761904762,4.325,6.2
386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,43547,0.665972222,Credit card,568.4,4.761904762,28.42,8.1
857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46,7,25.011,525.231,43552,0.670833333,Ewallet,500.22,4.761904762,25.011,4.5
584-86-7256,C,Naypyitaw,Member,Male,Sports and travel,34.56,7,12.096,254.016,43535,0.671527778,Credit card,241.92,4.761904762,12.096,7.3
448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,8,36.008,756.168,43545,0.672222222,Credit card,720.16,4.761904762,36.008,4.5
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.615,43542,0.673611111,Credit card,166.3,4.761904762,8.315,4.2
860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2,3.947,82.887,43526,0.677777778,Credit card,78.94,4.761904762,3.947,5
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9,15.228,319.788,43545,0.68125,Ewallet,304.56,4.761904762,15.228,8.8
247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4,4.464,93.744,43525,0.682638889,Credit card,89.28,4.761904762,4.464,4.4
829-49-1914,C,Naypyitaw,Member,Female,Food and beverages,78.31,10,39.155,822.255,43529,0.683333333,Ewallet,783.1,4.761904762,39.155,6.6
605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,43539,0.684722222,Ewallet,54.36,4.761904762,2.718,4.3
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,43528,0.686111111,Cash,173.16,4.761904762,8.658,8
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,43544,0.686111111,Cash,709.9,4.761904762,35.495,5.7
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,43536,0.6875,Cash,377.04,4.761904762,18.852,8.6
186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54,2,7.954,167.034,43551,0.6875,Ewallet,159.08,4.761904762,7.954,6.2
366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,43549,0.688888889,Ewallet,211.56,4.761904762,10.578,6.7
642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,9.34,196.14,43554,0.690277778,Cash,186.8,4.761904762,9.34,5.5
607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.49,5,23.1225,485.5725,43526,0.690972222,Credit card,462.45,4.761904762,23.1225,8.6
220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.494,325.374,43541,0.691666667,Cash,309.88,4.761904762,15.494,4.2
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,43529,0.693055556,Ewallet,234.93,4.761904762,11.7465,5.4
877-22-3308,A,Yangon,Member,Male,Health and beauty,15.87,10,7.935,166.635,43537,0.694444444,Cash,158.7,4.761904762,7.935,5.8
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,543.753,43526,0.695833333,Ewallet,517.86,4.761904762,25.893,4.1
483-71-1164,C,Naypyitaw,Normal,Female,Health and beauty,81.3,6,24.39,512.19,43532,0.696527778,Ewallet,487.8,4.761904762,24.39,5.3
212-62-1842,A,Yangon,Normal,Male,Food and beverages,58.26,6,17.478,367.038,43552,0.697222222,Cash,349.56,4.761904762,17.478,9.9
499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.284,446.964,43538,0.697916667,Ewallet,425.68,4.761904762,21.284,5
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,43536,0.698611111,Credit card,39.01,4.761904762,1.9505,4.7
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,288.015,43553,0.7,Ewallet,274.3,4.761904762,13.715,9.8
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,43532,0.703472222,Ewallet,86.54,4.761904762,4.327,5.7
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,43531,0.704166667,Ewallet,336.28,4.761904762,16.814,4.4
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,43553,0.704166667,Ewallet,217.26,4.761904762,10.863,8.2
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,43540,0.706944444,Cash,74.97,4.761904762,3.7485,5.6
175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17,8,8.868,186.228,43527,0.709027778,Credit card,177.36,4.761904762,8.868,9.6
529-56-3974,B,Mandalay,Member,Male,Electronic accessories,25.51,4,5.102,107.142,43533,0.710416667,Cash,102.04,4.761904762,5.102,6.8
500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.29,6,17.187,360.927,43545,0.711111111,Ewallet,343.74,4.761904762,17.187,5.9
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,43554,0.711111111,Cash,322.2,4.761904762,16.11,6.6
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,43529,0.713194444,Credit card,221.1,4.761904762,11.055,8.6
574-22-5561,C,Naypyitaw,Member,Female,Fashion accessories,82.63,10,41.315,867.615,43543,0.713888889,Ewallet,826.3,4.761904762,41.315,7.9
458-41-1477,C,Naypyitaw,Normal,Female,Health and beauty,46.26,6,13.878,291.438,43532,0.715972222,Credit card,277.56,4.761904762,13.878,9.5
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,43542,0.71875,Credit card,204.76,4.761904762,10.238,4.7
303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,43526,0.719444444,Ewallet,973.8,4.761904762,48.69,4.4
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,43538,0.722222222,Ewallet,194.95,4.761904762,9.7475,6
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,43538,0.723611111,Credit card,141.88,4.761904762,7.094,6.9
219-22-9386,B,Mandalay,Member,Male,Sports and travel,99.96,9,44.982,944.622,43533,0.726388889,Credit card,899.64,4.761904762,44.982,4.2
549-59-1358,A,Yangon,Member,Male,Sports and travel,88.63,3,13.2945,279.1845,43526,0.733333333,Ewallet,265.89,4.761904762,13.2945,6
468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,43527,0.733333333,Cash,352.08,4.761904762,17.604,8.8
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,43534,0.734722222,Credit card,137.22,4.761904762,6.861,6.5
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,43542,0.734722222,Ewallet,285.3,4.761904762,14.265,7.8
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,43552,0.734722222,Cash,182.14,4.761904762,9.107,5.1
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,43529,0.738194444,Cash,163.82,4.761904762,8.191,7.8
174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,732.27,43529,0.742361111,Credit card,697.4,4.761904762,34.87,8.9
102-06-2002,C,Naypyitaw,Member,Male,Sports and travel,25.25,5,6.3125,132.5625,43544,0.744444444,Cash,126.25,4.761904762,6.3125,6.1
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,195.951,43549,0.745138889,Cash,186.62,4.761904762,9.331,6.3
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,43538,0.745833333,Ewallet,420.66,4.761904762,21.033,5.2
118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,15.676,329.196,43548,0.747222222,Cash,313.52,4.761904762,15.676,7.9
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,609.588,43554,0.748611111,Cash,580.56,4.761904762,29.028,4.6
132-32-9879,B,Mandalay,Member,Female,Electronic accessories,93.96,4,18.792,394.632,43533,0.75,Cash,375.84,4.761904762,18.792,9.5
102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,65.31,7,22.8585,480.0285,43529,0.751388889,Credit card,457.17,4.761904762,22.8585,4.2
605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,49.77,43549,0.751388889,Cash,47.4,4.761904762,2.37,9.5
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,43550,0.752083333,Cash,87.4,4.761904762,4.37,4.9
156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45,1,1.2725,26.7225,43534,0.756944444,Credit card,25.45,4.761904762,1.2725,5.1
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.9775,461.5275,43538,0.756944444,Ewallet,439.55,4.761904762,21.9775,4.4
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,43530,0.759027778,Ewallet,337.15,4.761904762,16.8575,6.3
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,43525,0.759722222,Ewallet,69.46,4.761904762,3.473,9.7
720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52,4,13.304,279.384,43526,0.759722222,Ewallet,266.08,4.761904762,13.304,6.9
733-01-9107,B,Mandalay,Normal,Male,Home and lifestyle,82.7,6,24.81,521.01,43529,0.759722222,Cash,496.2,4.761904762,24.81,7.4
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,17.625,370.125,43548,0.759722222,Credit card,352.5,4.761904762,17.625,5.9
510-95-6347,B,Mandalay,Member,Female,Food and beverages,48.52,3,7.278,152.838,43529,0.761805556,Ewallet,145.56,4.761904762,7.278,4
172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,43526,0.7625,Credit card,76.54,4.761904762,3.827,5.8
716-39-1409,B,Mandalay,Normal,Male,Health and beauty,30.35,7,10.6225,223.0725,43543,0.763194444,Cash,212.45,4.761904762,10.6225,8
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,43539,0.763888889,Credit card,196.6,4.761904762,9.83,7.2
841-35-6630,C,Naypyitaw,Normal,Female,Electronic accessories,75.91,6,22.773,478.233,43533,0.764583333,Cash,455.46,4.761904762,22.773,8.7
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,43533,0.766666667,Ewallet,519.4,4.761904762,25.97,6.5
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,43548,0.76875,Cash,123.85,4.761904762,6.1925,8.5
538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,32.475,681.975,43548,0.76875,Cash,649.5,4.761904762,32.475,5.2
699-14-3026,C,Naypyitaw,Normal,Male,Electronic accessories,85.39,7,29.8865,627.6165,43549,0.770833333,Ewallet,597.73,4.761904762,29.8865,4.1
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,233.226,43546,0.772916667,Cash,222.12,4.761904762,11.106,4.5
748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,43531,0.774305556,Cash,113.24,4.761904762,5.662,8.2
760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28,3,6.192,130.032,43550,0.775694444,Credit card,123.84,4.761904762,6.192,8.5
668-90-8900,A,Yangon,Normal,Female,Home and lifestyle,93.69,7,32.7915,688.6215,43534,0.780555556,Credit card,655.83,4.761904762,32.7915,4.5
711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,19.128,401.688,43540,0.785416667,Cash,382.56,4.761904762,19.128,7.9
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,6.762,142.002,43549,0.785416667,Cash,135.24,4.761904762,6.762,6.9
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,43534,0.788194444,Ewallet,77.52,4.761904762,3.876,6.6
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,43535,0.790277778,Credit card,207.69,4.761904762,10.3845,8.1
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,23.751,43541,0.790277778,Cash,22.62,4.761904762,1.131,6.4
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.621,43534,0.790972222,Credit card,172.02,4.761904762,8.601,7.9
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,43547,0.790972222,Ewallet,148.6,4.761904762,7.43,8.3
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,43527,0.791666667,Ewallet,755.92,4.761904762,37.796,7.5
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,43538,0.793055556,Credit card,383.11,4.761904762,19.1555,8.5
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,43529,0.795833333,Ewallet,391.79,4.761904762,19.5895,8.9
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,43541,0.795833333,Credit card,351.9,4.761904762,17.595,8.4
886-18-2897,A,Yangon,Normal,Female,Food and beverages,56.56,5,14.14,296.94,43546,0.795833333,Credit card,282.8,4.761904762,14.14,4.5
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,43540,0.797222222,Cash,790.2,4.761904762,39.51,9.2
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,43533,0.797916667,Cash,498.9,4.761904762,24.945,5.4
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,43543,0.797916667,Ewallet,893.16,4.761904762,44.658,9
176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32,3,4.848,101.808,43551,0.799305556,Credit card,96.96,4.761904762,4.848,4.3
267-62-7380,C,Naypyitaw,Member,Male,Electronic accessories,82.34,10,41.17,864.57,43553,0.8,Ewallet,823.4,4.761904762,41.17,4.3
129-29-8530,A,Yangon,Member,Male,Sports and travel,62.62,5,15.655,328.755,43534,0.802083333,Ewallet,313.1,4.761904762,15.655,7
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,22.164,465.444,43547,0.802777778,Ewallet,443.28,4.761904762,22.164,4.4
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.958,209.118,43552,0.802777778,Credit card,199.16,4.761904762,9.958,6.4
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,43527,0.803472222,Cash,166.8,4.761904762,8.34,6.3
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,43544,0.803472222,Ewallet,461.8,4.761904762,23.09,4.9
423-57-2993,B,Mandalay,Normal,Male,Sports and travel,93.39,6,28.017,588.357,43551,0.804166667,Ewallet,560.34,4.761904762,28.017,10
227-03-5010,A,Yangon,Member,Female,Home and lifestyle,52.59,8,21.036,441.756,43546,0.805555556,Credit card,420.72,4.761904762,21.036,8.5
608-96-3517,B,Mandalay,Member,Female,Fashion accessories,91.54,4,18.308,384.468,43547,0.805555556,Credit card,366.16,4.761904762,18.308,4.8
163-56-7055,C,Naypyitaw,Member,Male,Fashion accessories,48.71,1,2.4355,51.1455,43550,0.805555556,Cash,48.71,4.761904762,2.4355,4.1
829-34-3910,A,Yangon,Normal,Female,Health and beauty,71.38,10,35.69,749.49,43553,0.80625,Cash,713.8,4.761904762,35.69,5.7
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,43537,0.806944444,Cash,153.2,4.761904762,7.66,5.7
575-30-8091,A,Yangon,Normal,Male,Sports and travel,72.5,8,29,609,43540,0.809027778,Ewallet,580,4.761904762,29,9.2
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,43526,0.809722222,Cash,66.1,4.761904762,3.305,4.3
825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31,2,2.531,53.151,43526,0.809722222,Ewallet,50.62,4.761904762,2.531,7.2
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52,8,29.008,609.168,43554,0.809722222,Credit card,580.16,4.761904762,29.008,4
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3,11.9865,251.7165,43544,0.811111111,Credit card,239.73,4.761904762,11.9865,5
487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,43550,0.811111111,Credit card,110.61,4.761904762,5.5305,8
324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,253.68,43527,0.8125,Ewallet,241.6,4.761904762,12.08,5.1
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,43538,0.814583333,Cash,461.88,4.761904762,23.094,5.6
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,43534,0.815972222,Ewallet,70.91,4.761904762,3.5455,8.3
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.812,43546,0.815972222,Credit card,707.44,4.761904762,35.372,4.3
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,43546,0.816666667,Ewallet,407.44,4.761904762,20.372,9.2
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,19.264,404.544,43536,0.81875,Ewallet,385.28,4.761904762,19.264,5.2
593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,801.864,43529,0.819444444,Ewallet,763.68,4.761904762,38.184,4.7
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,43526,0.820833333,Credit card,897.57,4.761904762,44.8785,6.5
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.528,43543,0.820833333,Credit card,203.36,4.761904762,10.168,6.7
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,43526,0.822222222,Credit card,28.78,4.761904762,1.439,7.2
214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,43535,0.822222222,Credit card,172.45,4.761904762,8.6225,9
101-17-6199,A,Yangon,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,43537,0.822222222,Credit card,320.53,4.761904762,16.0265,7
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,4.5805,96.1905,43544,0.822222222,Cash,91.61,4.761904762,4.5805,9.8
807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38,1,2.619,54.999,43550,0.822222222,Cash,52.38,4.761904762,2.619,5.8
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,2.712,56.952,43529,0.823611111,Ewallet,54.24,4.761904762,2.712,8
617-15-4209,C,Naypyitaw,Member,Male,Health and beauty,15.37,2,1.537,32.277,43540,0.824305556,Cash,30.74,4.761904762,1.537,7.2
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,43528,0.825,Ewallet,226.12,4.761904762,11.306,5.5
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,43537,0.825,Ewallet,69.4,4.761904762,3.47,8.2
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,43525,0.825694444,Ewallet,569.17,4.761904762,28.4585,6.3
336-78-2147,C,Naypyitaw,Member,Male,Home and lifestyle,63.91,8,25.564,536.844,43537,0.827777778,Credit card,511.28,4.761904762,25.564,4.6
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,43536,0.828472222,Ewallet,390.96,4.761904762,19.548,6.4
880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92,10,38.46,807.66,43541,0.828472222,Ewallet,769.2,4.761904762,38.46,5.6
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,1.6815,35.3115,43544,0.829861111,Cash,33.63,4.761904762,1.6815,5.6
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,43544,0.83125,Credit card,440.2,4.761904762,22.01,9.6
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,43536,0.831944444,Credit card,166,4.761904762,8.3,8.2
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,43532,0.834027778,Credit card,375.5,4.761904762,18.775,9.3
238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72,1,2.686,56.406,43525,0.835416667,Ewallet,53.72,4.761904762,2.686,6.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,43536,0.836111111,Credit card,184.88,4.761904762,9.244,6.2
651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,43527,0.8375,Credit card,46.41,4.761904762,2.3205,4
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,43550,0.843055556,Ewallet,505.4,4.761904762,25.27,4.3
333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,3.528,74.088,43552,0.843055556,Cash,70.56,4.761904762,3.528,4.2
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,43532,0.84375,Ewallet,68.16,4.761904762,3.408,7
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,43549,0.845833333,Credit card,236.58,4.761904762,11.829,9.4
630-74-5166,A,Yangon,Normal,Male,Sports and travel,62.13,6,18.639,391.419,43546,0.846527778,Cash,372.78,4.761904762,18.639,7.4
595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5,6.9325,145.5825,43550,0.847916667,Credit card,138.65,4.761904762,6.9325,4.2
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.688,43529,0.85,Ewallet,202.56,4.761904762,10.128,8.7
313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15,3,4.3725,91.8225,43551,0.853472222,Credit card,87.45,4.761904762,4.3725,7.3
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,43527,0.854861111,Credit card,202.65,4.761904762,10.1325,6
802-70-5316,A,Yangon,Member,Female,Sports and travel,92.13,6,27.639,580.419,43530,0.856944444,Cash,552.78,4.761904762,27.639,8.3
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,814.38,43538,0.857638889,Ewallet,775.6,4.761904762,38.78,6.9
633-44-8566,A,Yangon,Member,Male,Food and beverages,49.38,7,17.283,362.943,43551,0.857638889,Credit card,345.66,4.761904762,17.283,7.3
120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,30.61,6,9.183,192.843,43536,0.858333333,Cash,183.66,4.761904762,9.183,9.3
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.559,43531,0.859027778,Ewallet,199.58,4.761904762,9.979,8
364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,96.82,3,14.523,304.983,43554,0.859027778,Cash,290.46,4.761904762,14.523,6.7
594-34-4444,A,Yangon,Normal,Male,Electronic accessories,97.16,1,4.858,102.018,43532,0.859722222,Ewallet,97.16,4.761904762,4.858,7.2
228-96-1411,C,Naypyitaw,Member,Female,Food and beverages,98.7,8,39.48,829.08,43528,0.860416667,Cash,789.6,4.761904762,39.48,7.6
745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03,2,5.803,121.863,43534,0.865277778,Ewallet,116.06,4.761904762,5.803,8.8
715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,7.095,148.995,43530,0.872916667,Cash,141.9,4.761904762,7.095,9.4
